video_id,as_of_date_utc,viewCount,likeCount,commentCount
Ilh9zHQjpbo,2025-09-11,157,2,1
C_0AZE756qA,2025-09-11,85,5,0
jPQ8TfxA5uA,2025-09-11,11,3,0
n7NgYvRz9zw,2025-09-11,13,0,0
DjejUxLvMVQ,2025-09-11,22,1,0
Dw67d51A6_I,2025-09-11,71,2,0
spyogF-8kcc,2025-09-11,486,133,0
nQPbbVrJsY0,2025-09-11,44,3,3
u_wfKTPVGRA,2025-09-11,310,9,7
jK5VFYbTgO0,2025-09-11,5,0,0
__MjZyzfg7I,2025-09-11,193,6,0
5THYY6JXTrM,2025-09-11,20,2,0
yEVdgPxF7Ak,2025-09-11,3,1,0
Lkm_h3yNrdc,2025-09-11,336,5,0
sdZfBuwu8X8,2025-09-11,50,4,7
mugI4J-qv9E,2025-09-11,0,0,0
kI1oViHb0eM,2025-09-11,11948,0,0
rkled1x_BI8,2025-09-11,847,0,1
y0Al50EgsuU,2025-09-11,1,0,0
s5rSf6qKmTc,2025-09-11,98,1,0
jgh2_TV4ZVo,2025-09-11,1534,303,1
Rcndbhgjcaw,2025-09-11,41,2,1
rEMGexqRxEY,2025-09-11,625,19,0
Mn9Mp9gpGqw,2025-09-11,1182,31,16
F63yfFHLHY8,2025-09-11,8,0,0
FsJJ_jCh7gs,2025-09-11,2,1,0
vrlid7Bpkds,2025-09-11,6,3,0
eg3T9hCy0MY,2025-09-11,459,6,0
oeb3fKL0H0U,2025-09-11,703,141,37
_HkD6P7wMkE,2025-09-11,619,9,0
VIiOgGrdCiQ,2025-09-11,676,6,0
_9NRsXyen1o,2025-09-11,636,21,1
BSEPD83kIm8,2025-09-11,0,0,0
Dh5_ISAYs84,2025-09-11,22,0,0
q0PMbuquUz0,2025-09-11,326,13,1
w8ZijcpNync,2025-09-11,143,5,2
cawX0bBeRms,2025-09-11,861,12,0
8GX38m5t85g,2025-09-11,6,1,0
jDuHSQuiuno,2025-09-11,124,0,0
GCX-Qg5XS9w,2025-09-11,1070,20,0
